# bigram	count	reason	w0_pos	w1_pos
never knew	381	w1_ambiguous	{Adv}	{Verb, Adj}
good fortune	381	both_ambiguous	{Noun, Adv, Verb, Adj}	{Noun, Verb}
kept up	380	both_ambiguous	{Adj, Verb}	{Adv, Prep, Noun, Adj}
some distance	380	w1_ambiguous	{Adj}	{Noun, Verb}
one way	379	both_ambiguous	{Noun, Verb, Adj}	{Verb, Adv, Noun}
made out	379	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun, Adj}
went over	378	both_ambiguous	{Verb, Adj, Noun}	{Adj, Prep, Noun, Adv}
one evening	377	both_ambiguous	{Noun, Verb, Adj}	{Verb, Noun}
very far	377	both_ambiguous	{Verb, Adv}	{Adv, Noun, Adj}
man would	377	both_ambiguous	{Noun, Verb}	{Adj, Verb, Noun}
get back	377	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun, Adv}
can go	375	both_ambiguous	{Noun, Verb}	{Adj, Verb, Noun}
then went	374	both_ambiguous	{Adv, Prep}	{Verb, Adj, Noun}
look up	374	both_ambiguous	{Verb, Noun}	{Adv, Prep, Noun, Adj}
lord said	373	both_ambiguous	{Noun, Verb}	{Verb, Adj}
great part	373	both_ambiguous	{Noun, Adj}	{Noun, Verb, Adv}
more about	373	both_ambiguous	{Verb, Noun, Adj, Adv}	{Adv, Prep}
keep up	373	both_ambiguous	{Verb, Noun}	{Adv, Prep, Noun, Adj}
o god	373	both_ambiguous	{Noun, Adj}	{Adj, Noun, Verb}
more important	372	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Verb}
would think	372	w0_ambiguous	{Adj, Verb, Noun}	{Verb}
quite sure	371	both_ambiguous	{Adj, Verb}	{Adj, Adv}
out again	371	both_ambiguous	{Verb, Noun, Adj}	{Adv, Prep}
turned back	371	both_ambiguous	{Verb, Adj}	{Adj, Verb, Noun, Adv}
would soon	371	both_ambiguous	{Adj, Verb, Noun}	{Adv, Adj}
point out	371	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
know nothing	368	both_ambiguous	{Noun, Verb}	{Adv, Noun}
some people	368	w1_ambiguous	{Adj}	{Verb, Noun}
looking out	368	both_ambiguous	{Noun, Adj, Verb}	{Verb, Noun, Adj}
thank god	367	w1_ambiguous	{Noun}	{Adj, Noun, Verb}
will keep	367	both_ambiguous	{Adv, Noun, Verb}	{Verb, Noun}
lifted up	366	both_ambiguous	{Verb, Adj}	{Adv, Prep, Noun, Adj}
will get	366	both_ambiguous	{Adv, Noun, Verb}	{Verb, Noun}
carry out	366	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
never could	366	w1_ambiguous	{Adv}	{Adj, Verb}
poor old	365	both_ambiguous	{Adj, Noun}	{Noun, Adj}
white man	364	both_ambiguous	{Verb, Adj, Noun}	{Noun, Verb}
know why	363	both_ambiguous	{Noun, Verb}	{Noun, Adv}
down again	363	both_ambiguous	{Noun, Adj, Prep, Verb, Adv}	{Adv, Prep}
himself up	363	w0_missing	NONE	{Adv, Prep, Noun, Adj}
brought out	363	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
ever heard	362	w1_ambiguous	{Adv}	{Verb, Adj}
pass through	362	w1_ambiguous	{Verb}	{Adv, Adj, Prep}
should take	361	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
became more	361	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj, Adv}
first day	361	w0_ambiguous	{Adv, Noun, Adj}	{Noun}
too often	361	w1_ambiguous	{Adv}	{Adv, Adj}
lord hath	361	w1_missing	{Noun, Verb}	NONE
will show	360	both_ambiguous	{Adv, Noun, Verb}	{Noun, Verb}
great man	360	both_ambiguous	{Noun, Adj}	{Noun, Verb}
said john	360	w0_ambiguous	{Verb, Adj}	{Noun}
much like	359	both_ambiguous	{Adj, Noun}	{Verb, Noun, Adj}
came home	358	both_ambiguous	{Verb, Noun, Adj}	{Noun, Adj, Adv}
never thought	358	w1_ambiguous	{Adv}	{Verb, Adj, Noun}
many more	357	both_ambiguous	{Noun, Adj}	{Verb, Noun, Adj, Adv}
ever saw	356	w1_ambiguous	{Adv}	{Verb, Adj, Noun}
there might	356	w0_missing	NONE	{Verb, Adj}
lord thy	355	w1_missing	{Noun, Verb}	NONE
six hundred	353	both_ambiguous	{Adj, Noun}	{Noun, Adj}
other man	353	both_ambiguous	{Adv, Prep}	{Noun, Verb}
white men	350	w0_ambiguous	{Verb, Adj, Noun}	{Noun}
pretty well	349	both_ambiguous	{Adv, Adj}	{Verb, Adj}
carried away	349	w0_ambiguous	{Verb, Adj}	{Adv}
come along	349	both_ambiguous	{Verb, Adj, Noun}	{Prep, Adv}
looking down	349	both_ambiguous	{Noun, Adj, Verb}	{Noun, Adj, Prep, Verb, Adv}
down there	349	w1_missing	{Noun, Adj, Prep, Verb, Adv}	NONE
way out	349	both_ambiguous	{Verb, Adv, Noun}	{Verb, Noun, Adj}
miss laura	348	w0_ambiguous	{Noun, Verb}	{Noun}
may come	348	both_ambiguous	{Verb, Noun}	{Verb, Adj, Noun}
last year	347	w0_ambiguous	{Adj, Noun, Verb}	{Noun}
civil war	346	w1_ambiguous	{Adj}	{Adj, Noun, Verb}
good lord	346	both_ambiguous	{Noun, Adv, Verb, Adj}	{Noun, Verb}
shall know	346	w0_missing	NONE	{Noun, Verb}
out there	345	w1_missing	{Verb, Noun, Adj}	NONE
about ten	345	both_ambiguous	{Adv, Prep}	{Adj, Noun}
some more	345	w1_ambiguous	{Adj}	{Verb, Noun, Adj, Adv}
found myself	345	w1_missing	{Noun, Adj, Verb}	NONE
cost d	343	w1_missing	{Adj, Verb, Noun}	NONE
coming up	343	both_ambiguous	{Adj, Noun}	{Adv, Prep, Noun, Adj}
time after	342	both_ambiguous	{Verb, Noun}	{Adj, Prep, Adv}
come over	342	both_ambiguous	{Verb, Adj, Noun}	{Adj, Prep, Noun, Adv}
dear sir	342	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Noun}
good thing	340	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Noun}
said one	340	both_ambiguous	{Verb, Adj}	{Noun, Verb, Adj}
take off	340	both_ambiguous	{Verb, Noun, Adj}	{Adj, Prep, Noun, Adv}
sprang up	340	both_ambiguous	{Verb, Adj}	{Adv, Prep, Noun, Adj}
taken away	339	w0_missing	NONE	{Adv}
thy father	339	w0_missing	NONE	{Verb, Noun}
may well	339	both_ambiguous	{Verb, Noun}	{Verb, Adj}
must come	339	both_ambiguous	{Verb, Noun}	{Verb, Adj, Noun}
shall give	338	w0_missing	NONE	{Noun, Verb}
may seem	338	both_ambiguous	{Verb, Noun}	{Verb, Adj}
pick up	338	both_ambiguous	{Verb, Noun}	{Adv, Prep, Noun, Adj}
stretched out	338	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
after dinner	338	w0_ambiguous	{Adj, Prep, Adv}	{Noun}
can take	337	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
one will	337	both_ambiguous	{Noun, Verb, Adj}	{Adv, Noun, Verb}
after another	337	w1_missing	{Adj, Prep, Adv}	NONE
young fellow	336	both_ambiguous	{Adj, Noun}	{Noun, Verb}
shortly after	336	w1_ambiguous	{Adv}	{Adj, Prep, Adv}
never see	336	w1_ambiguous	{Adv}	{Noun, Verb}
here comes	336	w0_ambiguous	{Adv, Noun}	{Noun}
hundred pounds	336	w0_ambiguous	{Noun, Adj}	{Noun}
strong enough	335	w1_ambiguous	{Adj}	{Noun, Adj, Adv}
knew nothing	334	both_ambiguous	{Verb, Adj}	{Adv, Noun}
because there	334	w1_missing	{Prep}	NONE
god hath	333	w1_missing	{Adj, Noun, Verb}	NONE
god bless	333	w0_ambiguous	{Adj, Noun, Verb}	{Verb}
gave up	332	both_ambiguous	{Verb, Adj}	{Adv, Prep, Noun, Adj}
most interesting	332	w1_ambiguous	{Adj}	{Adj, Noun, Verb}
room where	332	both_ambiguous	{Verb, Noun, Adj}	{Noun, Adv, Prep}
come again	332	both_ambiguous	{Verb, Adj, Noun}	{Adv, Prep}
will always	332	w0_ambiguous	{Adv, Noun, Verb}	{Adv}
turn out	331	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
should make	330	both_ambiguous	{Adj, Verb}	{Verb, Noun}
five thousand	330	both_ambiguous	{Noun, Adj}	{Adj, Noun}
great number	330	w0_ambiguous	{Noun, Adj}	{Noun}
now said	329	both_ambiguous	{Noun, Adv, Adj}	{Verb, Adj}
another man	328	w0_missing	NONE	{Noun, Verb}
rather more	328	w1_ambiguous	{Adj}	{Verb, Noun, Adj, Adv}
twenty thousand	328	both_ambiguous	{Adj, Noun}	{Adj, Noun}
only thing	327	w0_ambiguous	{Adj, Prep}	{Noun}
own house	327	both_ambiguous	{Verb, Adj}	{Verb, Noun}
there seemed	327	w0_missing	NONE	{Adj, Verb}
would bring	326	w0_ambiguous	{Adj, Verb, Noun}	{Verb}
three hours	325	w0_ambiguous	{Adj, Noun}	{Noun}
three men	325	w0_ambiguous	{Adj, Noun}	{Noun}
said lady	324	both_ambiguous	{Verb, Adj}	{Noun, Adj}
too soon	324	w1_ambiguous	{Adv}	{Adv, Adj}
sent out	322	both_ambiguous	{Verb, Adj}	{Verb, Noun, Adj}
one moment	322	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
then let	321	both_ambiguous	{Adv, Prep}	{Adj, Verb, Noun}
worth while	320	both_ambiguous	{Verb, Adj}	{Verb, Noun, Prep}
about half	317	both_ambiguous	{Adv, Prep}	{Adj, Adv, Verb}
lie down	316	both_ambiguous	{Verb, Noun}	{Noun, Adj, Prep, Verb, Adv}
miss prudence	316	w0_ambiguous	{Noun, Verb}	{Noun}
will probably	316	w0_ambiguous	{Adv, Noun, Verb}	{Adv}
though there	316	w1_missing	{Adv, Prep}	NONE
said when	315	w0_ambiguous	{Verb, Adj}	{Adv}
very hard	315	both_ambiguous	{Verb, Adv}	{Verb, Adj, Adv, Noun}
first sight	315	w0_ambiguous	{Adv, Noun, Adj}	{Verb}
over there	315	w1_missing	{Adj, Prep, Noun, Adv}	NONE
immediately after	314	w1_ambiguous	{Adv}	{Adj, Prep, Adv}
other end	313	both_ambiguous	{Adv, Prep}	{Noun, Verb}
think about	313	w1_ambiguous	{Verb}	{Adv, Prep}
dear friend	312	both_ambiguous	{Noun, Adv, Verb, Adj}	{Noun, Verb}
young gentleman	312	w0_ambiguous	{Adj, Noun}	{Noun}
may go	312	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun}
coming out	311	both_ambiguous	{Adj, Noun}	{Verb, Noun, Adj}
about five	311	both_ambiguous	{Adv, Prep}	{Noun, Adj}
public opinion	311	both_ambiguous	{Adj, Noun}	{Verb, Noun}
some reason	310	w1_ambiguous	{Adj}	{Verb, Noun}
must say	310	both_ambiguous	{Verb, Noun}	{Verb, Adj, Noun}
about four	310	both_ambiguous	{Adv, Prep}	{Noun, Adj}
large number	310	w0_ambiguous	{Adv, Noun, Adj}	{Noun}
following day	309	w0_ambiguous	{Verb, Noun, Adj}	{Noun}
could go	309	both_ambiguous	{Adj, Verb}	{Adj, Verb, Noun}
own mind	309	both_ambiguous	{Verb, Adj}	{Noun, Verb}
stood before	309	both_ambiguous	{Adj, Verb}	{Prep, Adv}
man will	308	both_ambiguous	{Noun, Verb}	{Adv, Noun, Verb}
very kind	308	both_ambiguous	{Verb, Adv}	{Verb, Adj}
old copy	308	both_ambiguous	{Noun, Adj}	{Verb, Noun}
burst out	307	both_ambiguous	{Noun, Verb, Adj}	{Verb, Noun, Adj}
present day	307	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
sat up	306	both_ambiguous	{Adj, Verb}	{Adv, Prep, Noun, Adj}
one after	306	both_ambiguous	{Noun, Verb, Adj}	{Adj, Prep, Adv}
old men	306	w0_ambiguous	{Noun, Adj}	{Noun}
upon thy	305	w1_missing	{Prep}	NONE
very pretty	305	both_ambiguous	{Verb, Adv}	{Adv, Adj}
may find	305	both_ambiguous	{Verb, Noun}	{Verb, Noun}
could give	304	both_ambiguous	{Adj, Verb}	{Noun, Verb}
gave way	303	both_ambiguous	{Verb, Adj}	{Verb, Adv, Noun}
out here	303	both_ambiguous	{Verb, Noun, Adj}	{Adv, Noun}
would see	303	both_ambiguous	{Adj, Verb, Noun}	{Noun, Verb}
would get	303	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
will ever	302	w0_ambiguous	{Adv, Noun, Verb}	{Adv}
hath made	301	w0_missing	NONE	{Adj, Verb, Noun}
other two	300	w0_ambiguous	{Adv, Prep}	{Noun}
one great	299	both_ambiguous	{Noun, Verb, Adj}	{Noun, Adj}
some good	299	w1_ambiguous	{Adj}	{Noun, Adv, Verb, Adj}
drew near	299	both_ambiguous	{Adj, Verb}	{Verb, Adv, Adj, Prep}
came forward	297	both_ambiguous	{Verb, Noun, Adj}	{Verb, Adv, Adj, Noun}
must make	297	both_ambiguous	{Verb, Noun}	{Verb, Noun}
now there	297	w1_missing	{Noun, Adv, Adj}	NONE
coming down	296	both_ambiguous	{Adj, Noun}	{Noun, Adj, Prep, Verb, Adv}
very bad	296	both_ambiguous	{Verb, Adv}	{Verb, Adj}
way back	295	both_ambiguous	{Verb, Adv, Noun}	{Adj, Verb, Noun, Adv}
take out	294	both_ambiguous	{Verb, Noun, Adj}	{Verb, Noun, Adj}
very high	294	both_ambiguous	{Verb, Adv}	{Adv, Adj, Noun, Verb}
about one	294	both_ambiguous	{Adv, Prep}	{Noun, Verb, Adj}
door opened	293	w1_ambiguous	{Noun}	{Adj, Verb}
very early	293	w0_ambiguous	{Verb, Adv}	{Adv}
know anything	292	both_ambiguous	{Noun, Verb}	{Noun, Adv}
will send	292	both_ambiguous	{Adv, Noun, Verb}	{Noun, Verb}
down here	292	both_ambiguous	{Noun, Adj, Prep, Verb, Adv}	{Adv, Noun}
carried off	292	both_ambiguous	{Verb, Adj}	{Adj, Prep, Noun, Adv}
more easily	291	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Adv}
may make	291	both_ambiguous	{Verb, Noun}	{Verb, Noun}
very glad	291	both_ambiguous	{Verb, Adv}	{Adj, Verb}
may take	291	both_ambiguous	{Verb, Noun}	{Verb, Noun, Adj}
upon one	291	w1_ambiguous	{Prep}	{Noun, Verb, Adj}
then shall	290	w1_missing	{Adv, Prep}	NONE
said there	290	w1_missing	{Verb, Adj}	NONE
stand up	290	both_ambiguous	{Noun, Verb}	{Adv, Prep, Noun, Adj}
one occasion	290	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
come when	289	w0_ambiguous	{Verb, Adj, Noun}	{Adv}
house where	289	both_ambiguous	{Verb, Noun}	{Noun, Adv, Prep}
under such	289	w0_ambiguous	{Adj, Prep, Adv}	{Adj}
next time	289	both_ambiguous	{Adv, Adj}	{Verb, Noun}
made use	288	w0_ambiguous	{Adj, Verb, Noun}	{Verb}
th century	288	w0_missing	NONE	{Noun}
moment later	288	w1_ambiguous	{Noun}	{Noun, Adj}
looked round	288	both_ambiguous	{Verb, Adj}	{Noun, Verb, Adj, Prep, Adv}
hundred feet	287	w0_ambiguous	{Noun, Adj}	{Noun}
front door	287	w0_ambiguous	{Adj, Verb, Noun}	{Noun}
came here	287	both_ambiguous	{Verb, Noun, Adj}	{Adv, Noun}
shall say	287	w0_missing	NONE	{Verb, Adj, Noun}
make sure	286	both_ambiguous	{Verb, Noun}	{Adj, Adv}
great men	286	w0_ambiguous	{Noun, Adj}	{Noun}
one should	286	both_ambiguous	{Noun, Verb, Adj}	{Adj, Verb}
many men	286	w0_ambiguous	{Noun, Adj}	{Noun}
say anything	285	both_ambiguous	{Verb, Adj, Noun}	{Noun, Adv}
left alone	285	both_ambiguous	{Verb, Adj, Noun}	{Adv, Adj}
anything like	284	both_ambiguous	{Noun, Adv}	{Verb, Noun, Adj}
found themselves	284	w1_missing	{Noun, Adj, Verb}	NONE
could ever	284	w0_ambiguous	{Adj, Verb}	{Adv}
chapter v	284	w1_missing	{Verb, Noun}	NONE
go over	283	both_ambiguous	{Adj, Verb, Noun}	{Adj, Prep, Noun, Adv}
took out	283	both_ambiguous	{Verb, Adj}	{Verb, Noun, Adj}
sat there	282	w1_missing	{Adj, Verb}	NONE
little one	282	both_ambiguous	{Adj, Noun, Adv}	{Noun, Verb, Adj}
thy hand	281	w0_missing	NONE	{Noun, Verb}
brought back	281	both_ambiguous	{Adj, Verb}	{Adj, Verb, Noun, Adv}
thousand times	281	w0_ambiguous	{Adj, Noun}	{Noun}
come hither	280	both_ambiguous	{Verb, Adj, Noun}	{Adj, Adv}
more difficult	280	both_ambiguous	{Verb, Noun, Adj, Adv}	{Adj, Verb}
whole thing	280	w0_ambiguous	{Noun, Adj}	{Noun}
spake unto	280	w0_missing	NONE	{Prep}
let go	279	both_ambiguous	{Adj, Verb, Noun}	{Adj, Verb, Noun}
dead man	279	both_ambiguous	{Verb, Adj, Adv, Noun}	{Noun, Verb}
taken out	279	w0_missing	NONE	{Verb, Noun, Adj}
may know	279	both_ambiguous	{Verb, Noun}	{Noun, Verb}
great numbers	279	w0_ambiguous	{Noun, Adj}	{Noun}
very near	278	both_ambiguous	{Verb, Adv}	{Verb, Adv, Adj, Prep}
very young	278	both_ambiguous	{Verb, Adv}	{Adj, Noun}
may perhaps	277	w0_ambiguous	{Verb, Noun}	{Adv}
very hot	277	w0_ambiguous	{Verb, Adv}	{Adj}
right said	277	both_ambiguous	{Adv, Adj, Verb}	{Verb, Adj}
anything more	277	both_ambiguous	{Noun, Adv}	{Verb, Noun, Adj, Adv}
make use	276	w0_ambiguous	{Verb, Noun}	{Verb}
ran away	276	w0_ambiguous	{Noun, Adj, Verb}	{Adv}
eighteenth century	276	w0_ambiguous	{Adj, Noun}	{Noun}
come come	275	both_ambiguous	{Verb, Adj, Noun}	{Verb, Adj, Noun}
should find	275	both_ambiguous	{Adj, Verb}	{Verb, Noun}
took off	275	both_ambiguous	{Verb, Adj}	{Adj, Prep, Noun, Adv}
little way	274	both_ambiguous	{Adj, Noun, Adv}	{Verb, Adv, Noun}
two great	274	w1_ambiguous	{Noun}	{Noun, Adj}
said sir	274	w0_ambiguous	{Verb, Adj}	{Noun}
west indies	274	w0_ambiguous	{Verb, Noun, Adj, Adv}	{Noun}
will become	274	both_ambiguous	{Adv, Noun, Verb}	{Verb, Adj}
cannot say	274	w0_missing	NONE	{Verb, Adj, Noun}
up like	273	both_ambiguous	{Adv, Prep, Noun, Adj}	{Verb, Noun, Adj}
turned up	273	both_ambiguous	{Verb, Adj}	{Adv, Prep, Noun, Adj}
short distance	273	both_ambiguous	{Verb, Adv, Noun, Adj}	{Noun, Verb}
spread out	273	both_ambiguous	{Verb, Adj, Noun}	{Verb, Noun, Adj}
man said	273	both_ambiguous	{Noun, Verb}	{Verb, Adj}
fell back	272	both_ambiguous	{Verb, Noun, Adj}	{Adj, Verb, Noun, Adv}
worn out	272	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
nineteenth century	271	w0_ambiguous	{Noun, Adj}	{Noun}
could say	270	both_ambiguous	{Adj, Verb}	{Verb, Adj, Noun}
o th	270	w1_missing	{Noun, Adj}	NONE
think there	269	w1_missing	{Verb}	NONE
looked about	269	both_ambiguous	{Verb, Adj}	{Adv, Prep}
another way	269	w0_missing	NONE	{Verb, Adv, Noun}
would know	269	both_ambiguous	{Adj, Verb, Noun}	{Noun, Verb}
good luck	268	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Noun}
drew back	268	both_ambiguous	{Adj, Verb}	{Adj, Verb, Noun, Adv}
see here	268	both_ambiguous	{Noun, Verb}	{Adv, Noun}
see also	268	w1_missing	{Noun, Verb}	NONE
thy heart	268	w0_missing	NONE	{Verb, Noun}
much time	268	both_ambiguous	{Adj, Noun}	{Verb, Noun}
coming back	266	both_ambiguous	{Adj, Noun}	{Adj, Verb, Noun, Adv}
mean time	266	both_ambiguous	{Verb, Adj, Noun}	{Verb, Noun}
went home	266	both_ambiguous	{Verb, Adj, Noun}	{Noun, Adj, Adv}
give way	266	both_ambiguous	{Noun, Verb}	{Verb, Adv, Noun}
good will	265	both_ambiguous	{Noun, Adv, Verb, Adj}	{Adv, Noun, Verb}
open air	265	w0_ambiguous	{Adj, Verb, Noun}	{Noun}
two young	265	w1_ambiguous	{Noun}	{Adj, Noun}
good sense	265	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Verb}
should see	265	both_ambiguous	{Adj, Verb}	{Noun, Verb}
would tell	265	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
see why	265	both_ambiguous	{Noun, Verb}	{Noun, Adv}
going down	265	both_ambiguous	{Verb, Noun}	{Noun, Adj, Prep, Verb, Adv}
could possibly	265	w0_ambiguous	{Adj, Verb}	{Adv}
hot water	264	w1_ambiguous	{Adj}	{Verb, Noun}
one part	264	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb, Adv}
hard work	263	both_ambiguous	{Verb, Adj, Adv, Noun}	{Verb, Noun}
never know	263	w1_ambiguous	{Adv}	{Noun, Verb}
make one	263	both_ambiguous	{Verb, Noun}	{Noun, Verb, Adj}
must get	263	both_ambiguous	{Verb, Noun}	{Verb, Noun}
only way	262	both_ambiguous	{Adj, Prep}	{Verb, Adv, Noun}
never known	262	w1_ambiguous	{Adv}	{Adj, Verb}
looked back	262	both_ambiguous	{Verb, Adj}	{Adj, Verb, Noun, Adv}
about six	262	both_ambiguous	{Adv, Prep}	{Adj, Noun}
present time	261	both_ambiguous	{Noun, Verb, Adj}	{Verb, Noun}
time there	261	w1_missing	{Verb, Noun}	NONE
look back	261	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun, Adv}
can help	261	w0_ambiguous	{Noun, Verb}	{Verb}
some great	261	w1_ambiguous	{Adj}	{Noun, Adj}
know when	261	w0_ambiguous	{Noun, Verb}	{Adv}
lord jesus	261	w0_ambiguous	{Noun, Verb}	{Noun}
go forth	260	both_ambiguous	{Adj, Verb, Noun}	{Prep, Adv, Noun}
too good	260	w1_ambiguous	{Adv}	{Noun, Adv, Verb, Adj}
long way	260	both_ambiguous	{Adv, Adj, Noun, Prep}	{Verb, Adv, Noun}
then after	260	both_ambiguous	{Adv, Prep}	{Adj, Prep, Adv}
very difficult	259	both_ambiguous	{Verb, Adv}	{Adj, Verb}
going back	259	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun, Adv}
little children	259	w0_ambiguous	{Adj, Noun, Adv}	{Noun}
would appear	259	both_ambiguous	{Adj, Verb, Noun}	{Verb, Noun}
next moment	259	w0_ambiguous	{Adv, Adj}	{Noun}
now let	259	both_ambiguous	{Noun, Adv, Adj}	{Adj, Verb, Noun}
own heart	259	both_ambiguous	{Verb, Adj}	{Verb, Noun}
will only	258	both_ambiguous	{Adv, Noun, Verb}	{Adj, Prep}
might make	258	both_ambiguous	{Verb, Adj}	{Verb, Noun}
new world	258	w0_ambiguous	{Adj, Adv, Verb}	{Noun}
other countries	257	w0_ambiguous	{Adv, Prep}	{Noun}
four thousand	257	both_ambiguous	{Noun, Adj}	{Adj, Noun}
would certainly	257	w0_ambiguous	{Adj, Verb, Noun}	{Adv}
man like	257	both_ambiguous	{Noun, Verb}	{Verb, Noun, Adj}
next year	257	w0_ambiguous	{Adv, Adj}	{Noun}
grown up	256	both_ambiguous	{Adj, Verb}	{Adv, Prep, Noun, Adj}
god will	256	both_ambiguous	{Adj, Noun, Verb}	{Adv, Noun, Verb}
poured out	256	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj}
rise up	256	both_ambiguous	{Noun, Verb}	{Adv, Prep, Noun, Adj}
drew up	255	both_ambiguous	{Adj, Verb}	{Adv, Prep, Noun, Adj}
hundred men	255	w0_ambiguous	{Noun, Adj}	{Noun}
way up	255	both_ambiguous	{Verb, Adv, Noun}	{Adv, Prep, Noun, Adj}
then one	255	both_ambiguous	{Adv, Prep}	{Noun, Verb, Adj}
cannot help	255	w0_missing	NONE	{Verb}
seven hundred	255	both_ambiguous	{Noun, Adj}	{Noun, Adj}
said patty	254	w0_ambiguous	{Verb, Adj}	{Noun}
stood still	254	both_ambiguous	{Adj, Verb}	{Verb, Noun, Adj, Adv}
very strong	254	w0_ambiguous	{Verb, Adv}	{Adj}
will now	253	both_ambiguous	{Adv, Noun, Verb}	{Noun, Adv, Adj}
old fellow	253	both_ambiguous	{Noun, Adj}	{Noun, Verb}
very likely	252	both_ambiguous	{Verb, Adv}	{Adv, Adj}
six feet	252	w0_ambiguous	{Adj, Noun}	{Noun}
own hand	252	both_ambiguous	{Verb, Adj}	{Noun, Verb}
going up	252	both_ambiguous	{Verb, Noun}	{Adv, Prep, Noun, Adj}
died away	252	w0_ambiguous	{Adj, Verb}	{Adv}
own life	252	w0_ambiguous	{Verb, Adj}	{Noun}
poor fellow	252	both_ambiguous	{Adj, Noun}	{Noun, Verb}
thy face	251	w0_missing	NONE	{Verb, Noun}
about twenty	251	both_ambiguous	{Adv, Prep}	{Adj, Noun}
country where	251	both_ambiguous	{Adj, Adv}	{Noun, Adv, Prep}
very happy	251	w0_ambiguous	{Verb, Adv}	{Adj}
o thou	251	w0_ambiguous	{Noun, Adj}	{Verb}
opposite side	250	both_ambiguous	{Noun, Adj}	{Verb, Noun, Adj}
feet long	250	w1_ambiguous	{Noun}	{Adv, Adj, Noun, Prep}
good friend	250	both_ambiguous	{Noun, Adv, Verb, Adj}	{Noun, Verb}
very first	250	both_ambiguous	{Verb, Adv}	{Adv, Noun, Adj}
among themselves	250	w1_missing	{Prep}	NONE
should know	249	both_ambiguous	{Adj, Verb}	{Noun, Verb}
might come	249	both_ambiguous	{Verb, Adj}	{Verb, Adj, Noun}
going away	249	w0_ambiguous	{Verb, Noun}	{Adv}
fifty thousand	248	both_ambiguous	{Adj, Noun}	{Adj, Noun}
must see	248	both_ambiguous	{Verb, Noun}	{Noun, Verb}
lord shall	248	w1_missing	{Noun, Verb}	NONE
out o	248	both_ambiguous	{Verb, Noun, Adj}	{Noun, Adj}
will then	247	both_ambiguous	{Adv, Noun, Verb}	{Adv, Prep}
people would	247	both_ambiguous	{Verb, Noun}	{Adj, Verb, Noun}
go about	247	both_ambiguous	{Adj, Verb, Noun}	{Adv, Prep}
day long	246	w1_ambiguous	{Noun}	{Adv, Adj, Noun, Prep}
out over	246	both_ambiguous	{Verb, Noun, Adj}	{Adj, Prep, Noun, Adv}
good fellow	245	both_ambiguous	{Noun, Adv, Verb, Adj}	{Noun, Verb}
put off	245	both_ambiguous	{Noun, Adj, Verb}	{Adj, Prep, Noun, Adv}
one place	244	w0_ambiguous	{Noun, Verb, Adj}	{Noun}
noble lord	244	both_ambiguous	{Adj, Noun, Verb}	{Noun, Verb}
say something	244	both_ambiguous	{Verb, Adj, Noun}	{Noun, Adv}
way down	244	both_ambiguous	{Verb, Adv, Noun}	{Noun, Adj, Prep, Verb, Adv}
would fain	243	both_ambiguous	{Adj, Verb, Noun}	{Adv, Verb, Adj}
came near	242	both_ambiguous	{Verb, Noun, Adj}	{Verb, Adv, Adj, Prep}
very pleasant	242	both_ambiguous	{Verb, Adv}	{Adj, Noun}
made himself	242	w1_missing	{Adj, Verb, Noun}	NONE
brought about	242	both_ambiguous	{Adj, Verb}	{Adv, Prep}
last week	242	w0_ambiguous	{Adj, Noun, Verb}	{Noun}
cut out	241	both_ambiguous	{Adj, Noun, Verb}	{Verb, Noun, Adj}
good sir	241	w0_ambiguous	{Noun, Adv, Verb, Adj}	{Noun}
must always	241	w0_ambiguous	{Verb, Noun}	{Adv}
just come	241	both_ambiguous	{Adv, Verb, Adj, Noun}	{Verb, Adj, Noun}
just about	240	both_ambiguous	{Adv, Verb, Adj, Noun}	{Adv, Prep}
prime minister	240	both_ambiguous	{Noun, Verb, Adj}	{Noun, Verb}
